EQUIP_CODE,EQUIP_NAME,Difference
8839,NEW FLYER 40FT ALLISON,1
8840,NEW FLYER 40FT ALLISON,1
8841,NEW FLYER 40FT ALLISON,1
8842,NEW FLYER 40FT ALLISON,1
8843,NEW FLYER 40FT ALLISON,1
8844,NEW FLYER 40FT ALLISON,1
8845,NEW FLYER 40FT ALLISON,1
8846,NEW FLYER 40FT ALLISON,1
8847,NEW FLYER 40FT ALLISON,1
8848,NEW FLYER 40FT ALLISON,1
8849,NEW FLYER 40FT ALLISON,1
8850,NEW FLYER 40FT ALLISON,1
8851,NEW FLYER 40FT ALLISON,1
8852,NEW FLYER 40FT ALLISON,1
8853,NEW FLYER 40FT ALLISON,1
8854,NEW FLYER 40FT ALLISON,1
8855,NEW FLYER 40FT ALLISON,1
8856,NEW FLYER 40FT ALLISON,1
8857,NEW FLYER 40FT ALLISON,1
8858,NEW FLYER 40FT ALLISON,1
8859,NEW FLYER 40FT ALLISON,1
8860,NEW FLYER 40FT ALLISON,1
8861,NEW FLYER 40FT ALLISON,1
8862,NEW FLYER 40FT ALLISON,1
8863,NEW FLYER 40FT ALLISON,1
8864,NEW FLYER 40FT ALLISON,1
8865,NEW FLYER 40FT ALLISON,1
8866,NEW FLYER 40FT ALLISON,1
8867,NEW FLYER 40FT ALLISON,1
8868,NEW FLYER 40FT ALLISON,1
8869,NEW FLYER 40FT ALLISON,1
8870,NEW FLYER 40FT ALLISON,1
8871,NEW FLYER 40FT ALLISON,1
8872,NEW FLYER 40FT ALLISON,1
8873,NEW FLYER 40FT ALLISON,1
8874,NEW FLYER 40FT ALLISON,1
8875,NEW FLYER 40FT ALLISON,1
8876,NEW FLYER 40FT ALLISON,1
8877,NEW FLYER 40FT ALLISON,1
8878,NEW FLYER 40FT ALLISON,1
8879,NEW FLYER 40FT ALLISON,1
8880,NEW FLYER 40FT ALLISON,1
8881,NEW FLYER 40FT ALLISON,1
8882,NEW FLYER 40FT ALLISON,1
8883,NEW FLYER 40FT ALLISON,1
8884,NEW FLYER 40FT ALLISON,1
8885,NEW FLYER 40FT ALLISON,1
8886,NEW FLYER 40FT ALLISON,1
8887,NEW FLYER 40FT ALLISON,1
8888,NEW FLYER 40FT ALLISON,1
8889,NEW FLYER 40FT ALLISON,1
8890,NEW FLYER 40FT ALLISON,1
8891,NEW FLYER 40FT ALLISON,1
8892,NEW FLYER 40FT ALLISON,1
8893,NEW FLYER 40FT ALLISON,1
8894,NEW FLYER 40FT ALLISON,1
8895,NEW FLYER 40FT ALLISON,1
8896,NEW FLYER 40FT ALLISON,1
8897,NEW FLYER 40FT ALLISON,1
8898,NEW FLYER 40FT ALLISON,1
8899,NEW FLYER 40FT ALLISON,1
8900,NEW FLYER 40FT ALLISON,1
8901,NEW FLYER 40FT ALLISON,1
8902,NEW FLYER 40FT BAE,1
8903,NEW FLYER 40FT BAE,1
8904,NEW FLYER 40FT BAE,1
8905,NEW FLYER 40FT BAE,1
8906,NEW FLYER 40FT BAE,1
8907,NEW FLYER 40FT BAE,1
8908,NEW FLYER 40FT BAE,1
8909,NEW FLYER 40FT BAE,1
8910,NEW FLYER 40FT BAE,1
8911,NEW FLYER 40FT BAE,1
8912,NEW FLYER 40FT BAE,1
8913,NEW FLYER 40FT BAE,1
8914,NEW FLYER 40FT BAE,1
8915,NEW FLYER 40FT BAE,1
8916,NEW FLYER 40FT BAE,1
8917,NEW FLYER 40FT BAE,1
8918,NEW FLYER 40FT BAE,1
8919,NEW FLYER 40FT BAE,1
8920,NEW FLYER 40FT BAE,1
8921,NEW FLYER 40FT BAE,1
8922,NEW FLYER 40FT BAE,1
8923,NEW FLYER 40FT BAE,1
8924,NEW FLYER 40FT BAE,1
8925,NEW FLYER 40FT BAE,1
8926,NEW FLYER 40FT BAE,1
8927,NEW FLYER 40FT BAE,1
8928,NEW FLYER 40FT BAE,1
8929,NEW FLYER 40FT BAE,1
8930,NEW FLYER 40FT BAE,1
8931,NEW FLYER 40FT BAE,1
8932,NEW FLYER 40FT BAE,1
8933,NEW FLYER 40FT BAE,1
8934,NEW FLYER 40FT BAE,1
8935,NEW FLYER 40FT BAE,1
8936,NEW FLYER 40FT BAE,1
8937,NEW FLYER 40FT BAE,1
8938,NEW FLYER 40FT BAE,1
8939,NEW FLYER 40FT BAE,1
8940,NEW FLYER 40FT BAE,1
8941,NEW FLYER 40FT BAE,1
8942,NEW FLYER 40FT BAE,1
8943,NEW FLYER 40FT BAE,1
8944,NEW FLYER 40FT BAE,1
8945,NEW FLYER 40FT BAE,1
8946,NEW FLYER 40FT BAE,1
8947,NEW FLYER 40FT BAE,1
8948,NEW FLYER 40FT BAE,1
8949,NEW FLYER 40FT BAE,1
8950,NEW FLYER 40FT BAE,1
8951,NEW FLYER 40FT BAE,1
8952,NEW FLYER 40FT BAE,1
8953,NEW FLYER 40FT BAE,1
8954,NEW FLYER 40FT BAE,1
8955,NEW FLYER 40FT BAE,1
8956,NEW FLYER 40FT BAE,1
8957,NEW FLYER 40FT BAE,1
8958,NEW FLYER 40FT BAE,1
8959,NEW FLYER 40FT BAE,1
8960,NEW FLYER 40FT BAE,1
8961,NEW FLYER 40FT BAE,1
8962,NEW FLYER 40FT BAE,1
8963,NEW FLYER 40FT BAE,1
8964,NEW FLYER 40FT BAE,1
8965,NEW FLYER 40FT BAE,1
8966,NEW FLYER 40FT BAE,1
8967,NEW FLYER 40FT BAE,1
8968,NEW FLYER 40FT BAE,1
8969,NEW FLYER 40FT BAE,242
9211,NOEPLAN (CNG),#VALUE!
578S,SAN FRANCISCO CAR,#VALUE!
8947-R,NEW FLYER,#VALUE!
BMT-039,BREDA MOTOR TRUCK,#VALUE!
BTT-102,BREDA TRAILER TRUCK,#VALUE!
BTT-109,BREDA TRAILER TRUCK,#VALUE!
DIGITALHUB-0015,LRVHUB1479,#VALUE!
DIGITALHUB-0030,LRVHUB1479,#VALUE!
DIGITALHUB-0098,LRVHUB1440,#VALUE!
HUB-A1706006,LRVHUB1465,#VALUE!
HUB-A1706010,LRVHUB1440,#VALUE!
HUB-B1504026,LRVHUB1482,#VALUE!
HUB-B1504035,LRVHUB1465,#VALUE!
HUB-B1603030,LRVHUB1423,#VALUE!
HUB-B1605038,LRVHUB1431,#VALUE!
HUB-B1605050,LRVHUB1479,#VALUE!
HUB-B1612012,LRVHUB1423,#VALUE!
HUB-B1612022,LRVHUB1482,#VALUE!
HUB-C1221017,LRVHUB1440,#VALUE!
HUB-D1319009,LRVHUB1465,#VALUE!
HUB-E1716012,LRVHUB1423,#VALUE!
HUB-E1716032,LRVHUB1482,#VALUE!
HUB-E1716035,LRVHUB1479,#VALUE!
HUB-E1716048,LRVHUB1465,#VALUE!
HUB-H1411105,LRVHUB1431,#VALUE!
HUB-H1411129,LRVHUB1465,#VALUE!
HUB-H1411131,LRVHUB1440,#VALUE!
HUB-H1502023,LRVHUB1431,#VALUE!
HUB-H1603024,LRVHUB1440,#VALUE!
HUB-H1603027,LRVHUB1479,#VALUE!
HUB-K1523038,LRVHUB1423,#VALUE!
HUB-K1523057,LRVHUB1440,#VALUE!
HUB-M1830037,LRVHUB1482,#VALUE!
HUB-S1227014,LRVHUB1423,#VALUE!
HUB-S1315061,LRVHUB1479,#VALUE!
HUB-S1430018,LRVHUB1440,#VALUE!
HUB-S1430023,LRVHUB1423,#VALUE!
HUB-S1430031,LRVHUB1431,#VALUE!
HUB-S1602016,LRVHUB1465,#VALUE!
HUB-S1713005,LRVHUB1431,#VALUE!
HUB-S1713046,LRVHUB1423,#VALUE!
HUB-T1626001,LRVHUB1465,#VALUE!
HUB-X1629032,LRVHUB1431,#VALUE!
HUB-X1629038,LRVHUB1482,#VALUE!
HUB-X1629066,LRVHUB1482,#VALUE!
HUB-Z1310003,LRVHUB1479,#VALUE!
HUB-Z1310010,LRVHUB1482,#VALUE!
LRVHUB1422C,LRVHUB1422,#VALUE!
LRVHUB1423,LRVHUB1423,#VALUE!
LRVHUB1423A,LRVHUB1423,#VALUE!
LRVHUB1423B,LRVHUB1423B,#VALUE!
LRVHUB1423C,LRVHUB1423B,#VALUE!
LRVHUB1431,LRVHUB1431,#VALUE!
LRVHUB1431A,LRVHUB1431,#VALUE!
LRVHUB1431B,LRVHUB1431,#VALUE!
LRVHUB1431C,LRVHUB1431,#VALUE!
LRVHUB1431D,LRVHUB1431,#VALUE!
LRVHUB1431E,LRVHUB1431,#VALUE!
LRVHUB1431F,LRVHUB1431,#VALUE!
LRVHUB1431G,LRVHUB1431,#VALUE!
LRVHUB1431H,LRVHUB1431,#VALUE!
LRVHUB1431I,LRVHUB1431,#VALUE!
LRVHUB1440,LRVHUB1440,#VALUE!
LRVHUB1440A,LRVHUB1440,#VALUE!
LRVHUB1440B,LRVHUB1440,#VALUE!
LRVHUB1440C,LRVHUB1440,#VALUE!
LRVHUB1440D,LRVHUB1440,#VALUE!
LRVHUB1465,LRVHUB1465,#VALUE!
LRVHUB1465A,LRVHUB1465,#VALUE!
LRVHUB1465B,LRVHUB1465,#VALUE!
LRVHUB1465C,LRVHUB1465,#VALUE!
LRVHUB1465D,LRVHUB1465,#VALUE!
LRVHUB1465E,LRVHUB1465,#VALUE!
LRVHUB1479,LRVHUB1479,#VALUE!
LRVHUB1479A,LRVHUB1479,#VALUE!
LRVHUB1479B,LRVHUB1479,#VALUE!
LRVHUB1479C,LRVHUB1479,#VALUE!
LRVHUB1479D,LRVHUB1479,#VALUE!
LRVHUB1482,LRVHUB1482,#VALUE!
LRVHUB1482A,LRVHUB1482,#VALUE!
LRVHUB1482B,LRVHUB1482,#VALUE!
LRVHUB1482C,LRVHUB1482,#VALUE!
LRVHUB1543B,LRVHUB1543,#VALUE!
MC-259,MASTER CONTROLLER,#VALUE!
S200969,40-99 12TH ST,#VALUE!
S208029,100-199 LAURA ST,#VALUE!
S209951,600-699 KING ST,#VALUE!
S213517,5900-5999 3RD ST,#VALUE!
S214237,300-399 TOWNSEND ST,#VALUE!
S214247,300-399 TOWNSEND ST,#VALUE!
S214249,300-399 TOWNSEND ST,#VALUE!
S234995,200-231 8TH ST,#VALUE!
S234996,200-231 8TH ST,#VALUE!
S234997,1200-1299 HOWARD ST,#VALUE!
S234999,200-231 8TH ST,#VALUE!
S235001,200-231 8TH ST,#VALUE!
S235002,200-231 8TH ST,#VALUE!
S235004,200-231 8TH ST,#VALUE!
S238023,5900-5999 3RD ST,#VALUE!
S239375,1-39 12TH ST,#VALUE!
TM100779094,VOSSLOK KIEPE TRACTION MOTOR,#VALUE!
TR6510218212,ALLISON,#VALUE!
